"SOURCE_JOB_NUMBER","SOURCE_LINE_NUMBER","ITEM_CODE","NAME","QUANTITY","UNIT_PRICE","SOURCE_TYPE"
JCL11175,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCL11175,2,"9999",CONSUMABLES,1,10,Consumable
JCL11175,3,PAR1104000199,OIL FILTER,1,14.5,Part
JCL11175,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCL11175,5,PAR9999005976,FUEL INJECTION CLEANER,1,10,Part
JCL11175,6,PAR1101000864,AIR FILTER,1,6.5,Part
JCL11175,7,PAR1101000871,AC FILTER,1,5.5,Part
JCL11175,8,M02001,R/R ATF,0.5,95,Labor
JCL11175,9,LUB1101000799,"AUTOMATIC TRANSMISSION FLUID, TOYOTA",1,135,Part
JCL11176,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCL11176,2,"9999",CONSUMABLES,1,10,Consumable
JCL11176,3,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCL11176,4,PAR1104000199,OIL FILTER,1,14.5,Part
JCL11176,5,PAR9999005976,FUEL INJECTION CLEANER,1,10,Part
JCL11176,6,M03001,R/R FRONT BRAKE PAD,0.5,95,Labor
JCL11176,7,PAR1101001534,FRONT BRAKE PAD,1,34,Part
JCL11176,8,M03002,R/R REAR BRAKE PAD,0.5,95,Labor
JCL11176,9,PAR1101000997,BRAKE PAD REAR,1,27,Part
JCL11177,1,M00001,R/R FRONT BRAKE PAD & SKIMMING,1,111,Labor
JCL11177,2,PAR1104000802,FT BRAKE PAD,1,34,Part
JCL11177,3,SLL01173,DISC SKIMMING CHARGES,1,31.5,Service
JCL11177,4,M03002,R/R REAR BRAKE PAD,0.5,95,Labor
JCL11177,5,PAR1104000401,REAR BRAKE PAD,1,27,Part
JCL11178,1,M00003,LUB SERVICE,1,80.75,Labor
JCL11178,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCL11178,3,PAR9999005545,OIL FILTER -MG,1,33,Part
JCL11179,1,M00003,R/R RHS HEAD LIGHT ASSY,0.5,95,Labor
JCL11179,2,PAR1101000672,HEADLAMP RH,1,340,Part
JCL11180,1,B17007,R/R REAR BUMPER,2,95,Labor
JCL11180,2,B17015,R/R TRUNK LID,1.83,95,Labor
JCL11180,3,B18009,R/R REAR FLOOR PANEL,2,95,Labor
JCL11180,4,"9999",CONSUMABLES,1,10,Consumable
JCL11180,5,"9999",PAINT AND THINNERS,3,25,Consumable
JCL11180,6,PAR1101001799,REAR  BUMPER ASSY,1,105.011,Part
JCL11180,7,PAR9999002169,RR BUMPER STICKER ST(SHARJAH),1,5.691,Part
JCL11180,8,PAR9999005654,DICKY STICKER (AMAN TAXI -SHJ),1,2.51,Part
JCL11180,9,PAR1101002549,REAR LH BUMPER BRACKET,1,10.5,Part
JCL11180,10,"9999",Labour EXCESS,1,437.44,O
JCL11181,1,M00002,REPLACE SPARK PLUG & THROTTLE BODY CLEAN,1,190,Labor
JCL11181,2,PAR9999005752,SPARK PLUG,4,20,Part
JCL11181,3,M00004,R/R CVT OIL AND FILTER,1,114,Labor
JCL11181,4,LUB9999004768,"CVT OIL , MG 2024",4,56.25,Part
JCL11181,5,PAR9999006186,CVT PRESSURE FILTER,1,45,Part
JCL11181,6,PAR9999006014,SUCTION FILTER-TRANSMISSION,1,90,Part
JCL11182,1,TYR1101000008,"215 60 R16 95V TL RADIAL, BLACK HAWK TYRE",2,215,Part
JCL11183,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCL11183,2,"9999",CONSUMABLES,1,10,Consumable
JCL11183,3,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCL11183,4,PAR1104000199,OIL FILTER,1,14.5,Part
JCL11183,5,PAR9999005976,FUEL INJECTION CLEANER,1,10,Part
JCL11183,6,PAR9999001814,REVERSE BULB (921- OSRAM) 12V W16W,2,5,Part
JCL11183,7,SLL01176,DISC SKIMMING CHARGES,1,31.5,Service
JCL11183,8,M00003,R/R FRONT BRAKE PAD & SKIMMING,1,111,Labor
JCL11183,9,PAR1101001534,FRONT BRAKE PAD,1,34,Part
JCL11183,10,M03002,R/R REAR BRAKE PAD,0.5,95,Labor
JCL11183,11,PAR1101000997,BRAKE PAD REAR,1,27,Part
JCL11183,12,M01006,R/R SPARK PLUGS,1,95,Labor
JCL11183,13,PAR1101001489,SPARK PLUG,4,66,Part
JCL11184,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1.5,95,Labor
JCL11184,2,"9999",CONSUMABLES,1,10,Consumable
JCL11184,3,PAR1104000199,OIL FILTER,1,14.75,Part
JCL11184,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.6,14.75,Part
JCL11184,5,PAR9999005976,FUEL INJECTION CLEANER,1,10,Part
JCL11184,6,BAT1101000755,CMF-55559 MB KOREA BATTERY DIN55,1,202.65,Part
JCL11184,7,PAR1101002966,"WIPER BLADE 18""",1,4,Part
JCL11184,8,PAR1101002967,"WIPER BLADE 24""",1,4,Part
JCL11184,9,SLL01177,AXLE REPAIRING,1,680,Service
JCL11184,10,M00001,R/R FRONT RHS AXLE,1.5,95,Labor
JCL11184,11,M00002,R/R FRONT LHS AXLE,1.5,95,Labor
JCL11185,1,M00001,AC CONDENSOR CLEANING,0.5,95,Labor
JCL11185,2,PAR9999001301,RADIATOR CAP,1,39,Part
JCL11185,3,PAR1101001331,COOLANT ACDELCO (RED),1,22,Part
JCL11185,4,SLL01175,VEHICLE BROUGHT  BY RECOVERY FOR ENG OVER HEAT (SHJ-SHJ),1,63,Service
JCL11186,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCL11186,2,"9999",CONSUMABLES,1,10,Consumable
JCL11186,3,PAR1906000054,OIL FILTER,1,34,Part
JCL11186,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCL11186,5,PAR9999005976,FUEL INJECTION CLEANER,1,10,Part
JCL11187,1,B00000,FRONT RHS MNR ACCIDENT REPAIRED,10,95,Labor
JCL11187,2,"9999",CONSUMABLES,1,10,Consumable
JCL11187,3,"9999",PAINT AND THINNERS,6,25,Consumable
JCL11187,4,PAR1101000774,FRONT RH FENDER,1,86.478,Part
JCL11187,5,PAR1101002445,FRONT RH DOOR,1,367.5,Part
JCL11187,6,PAR9999005653,DOOR STICKER (AMAN TAXI - SHJ),1,8.369,Part
JCL11187,7,"9999",Labour EXCESS,1,1327.65,O
JCL11188,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCL11188,2,"9999",CONSUMABLES,1,10,Consumable
JCL11188,3,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCL11188,4,PAR1104000199,OIL FILTER,1,14.5,Part
JCL11188,5,PAR9999005976,FUEL INJECTION CLEANER,1,10,Part
JCL11188,6,PAR1101002967,"WIPER BLADE 24""",1,4,Part
JCL11188,7,PAR1101003525,"WIPER BLADE 14""-TENSAI",1,4,Part
JCL11188,8,PAR1101001735,AIR FILTER,1,115,Part
JCL11188,9,PAR1101000871,AC FILTER,1,5.5,Part
JCL11188,10,M02001,R/R ATF,0.5,95,Labor
JCL11188,11,LUB1101000799,"AUTOMATIC TRANSMISSION FLUID, TOYOTA",1,135,Part
JCL11188,12,TYR1101000008,"215 60 R16 95V TL RADIAL, BLACK HAWK TYRE",2,215,Part
JCL11189,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCL11189,2,"9999",CONSUMABLES,1,10,Consumable
JCL11189,3,PAR1906000054,OIL FILTER,1,34,Part
JCL11189,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCL11189,5,PAR9999005976,FUEL INJECTION CLEANER,1,10,Part
JCL11189,6,PAR1905000085,AIR FILTER,1,65.89,Part
JCL11189,7,PAR2004000085,A/C FILTER,1,63.89,Part
JCL11189,8,M01006,R/R SPARK PLUGS,1,95,Labor
JCL11189,9,PAR1905000141,SPARK PLUG,4,55,Part
JCL11189,10,TYR1101000008,"215 60 R16 95V TL RADIAL, BLACK HAWK TYRE",2,215,Part
JCL11190,1,B17025,R/R RHS OUTER RUNNING BOARD,1.5,95,Labor
JCL11190,2,B17026,R/R FRONT RHS DOOR,1,95,Labor
JCL11190,3,B17020,R/R REAR LHS DOOR,1,95,Labor
JCL11190,4,B17016,R/R FRONT BUMPER,1,95,Labor
JCL11190,5,B17022,R/R REAR BUMPER,1,95,Labor
JCL11190,6,"9999",CONSUMABLES,1,10,Consumable
JCL11190,7,"9999",PAINT AND THINNERS,5,25,Consumable
JCL11190,8,PAR9999005653,DOOR STICKER (AMAN TAXI - SHJ),1,8.369,Part
JCL11190,9,"9999",Labour EXCESS,1,234.13,O
JCL11191,1,B17001,R/R FRONT BUMPER,3,95,Labor
JCL11191,2,"9999",CONSUMABLES,1,10,Consumable
JCL11191,3,"9999",PAINT AND THINNERS,1,25,Consumable
JCL11191,4,"9999",Labour EXCESS,1,1480,O
JCL11192,1,B17007,R/R REAR BUMPER,2.25,95,Labor
JCL11192,2,B17014,R/R ROOF,1.5,95,Labor
JCL11192,3,B17008,R/R REAR RHS FENDER,1,95,Labor
JCL11192,4,B00000,DICKY PANNEL,3,95,Labor
JCL11192,5,"9999",CONSUMABLES,1,10,Consumable
JCL11192,6,"9999",PAINT AND THINNERS,4,25,Consumable
JCL11192,7,PAR1101003095,DICKY ASSY 2025,1,374.504,Part
JCL11192,8,PAR9999005654,DICKY STICKER (AMAN TAXI -SHJ),1,2.51,Part
JCL11192,9,PAR1101003092,DICKY LAMP RHS,1,146.255,Part
JCL11192,10,PAR9999001192,TAIL LIGHT CLIP,1,2.846,Part
JCL11192,11,PAR9999002169,RR BUMPER STICKER ST(SHARJAH),1,5.691,Part
JCL11192,12,PAR9999002835,CALL CENTRE STICKER SHARJAH,1,2.856,Part
JCL11192,13,PAR9999005735,BULB 12 V 21W (7504 -CHINA) SINGAL FILIMENT,2,2.625,Part
JCL11192,14,PAR1101002540,RH TAIL LAMP,1,115.5,Part
JCL11192,15,PAR1101003526,"RR BUMPER (MITO), CAMRY 25",1,115.5,Part
JCL11192,16,PAR1101003582,RH STOP LAMP,1,168,Part
JCL11192,17,PAR1101002540,RH TAIL LAMP,1,-115.5,R
JCL11192,18,"9999",Labour EXCESS,1,1130.33,O
JCL11193,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCL11193,2,"9999",CONSUMABLES,1,10,Consumable
JCL11193,3,PAR1104000199,OIL FILTER,1,14.5,Part
JCL11193,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCL11193,5,PAR9999005976,FUEL INJECTION CLEANER,1,10,Part
JCL11193,6,PAR9999002801,BRAKE FLUID HBF4 500 ML,1,15,Part
JCL11193,7,M01006,R/R SPARK PLUGS,1,95,Labor
JCL11193,8,PAR1101001489,SPARK PLUG,4,66,Part
JCL11193,9,TYR1101000008,"215 60 R16 95V TL RADIAL, BLACK HAWK TYRE",2,215,Part
JCL11194,1,TYR1101000008,"215 60 R16 95V TL RADIAL, BLACK HAWK TYRE",2,215,Part
JCL11195,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCL11195,2,"9999",CONSUMABLES,1,10,Consumable
JCL11195,3,PAR1104000199,OIL FILTER,1,14.5,Part
JCL11195,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCL11195,5,PAR9999005976,FUEL INJECTION CLEANER,1,10,Part
JCL11195,6,M00002,R/R FRONT WHEEL BEARING,3,95,Labor
JCL11195,7,PAR1101003684,FT WHEEL HUB& BEARING,2,115,Part
JCL11195,8,TYR1101000008,"215 60 R16 95V TL RADIAL, BLACK HAWK TYRE",2,215,Part
JCL11196,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCL11196,2,"9999",CONSUMABLES,1,10,Consumable
JCL11196,3,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCL11196,4,PAR1104000199,OIL FILTER,1,14.5,Part
JCL11196,5,PAR9999005976,FUEL INJECTION CLEANER,1,10,Part
JCL11196,6,TYR1101000008,"215 60 R16 95V TL RADIAL, BLACK HAWK TYRE",2,215,Part
JCL11197,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCL11197,2,"9999",CONSUMABLES,1,10,Consumable
JCL11197,3,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCL11197,4,PAR1104000199,OIL FILTER,1,14.5,Part
JCL11197,5,PAR9999005976,FUEL INJECTION CLEANER,1,10,Part
JCL11198,1,M00001,R/R FRONT RHS AXLE,1.5,95,Labor
JCL11198,2,SLL01178,AXLE REPAIRING,1,680,Service
JCL11198,3,M00002,R/R FRONT LHS AXLE,1.5,95,Labor
JCL11199,1,M00001,R/R FRONT RHS & LHS HEAD LIGHT ASSY,0.5,95,Labor
JCL11199,2,PAR1101003140,"HEAD LAMP,RH",1,515,Part
JCL11199,3,PAR1101003434,LH HEAD LAMP,1,530,Part
JCL11200,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCL11200,2,"9999",CONSUMABLES,1,10,Consumable
JCL11200,3,PAR1104000199,OIL FILTER,1,14.5,Part
JCL11200,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCL11200,5,PAR9999005976,FUEL INJECTION CLEANER,1,10,Part
JCL11201,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCL11201,2,"9999",CONSUMABLES,1,10,Consumable
JCL11201,3,PAR1104000199,OIL FILTER,1,14.5,Part
JCL11201,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCL11201,5,PAR9999005976,FUEL INJECTION CLEANER,1,10,Part
JCL11201,6,PAR1101001735,AIR FILTER,1,115,Part
JCL11201,7,PAR1101000871,AC FILTER,1,5.5,Part
JCL11201,8,M02001,R/R ATF,0.5,95,Labor
JCL11201,9,LUB1101000799,"AUTOMATIC TRANSMISSION FLUID, TOYOTA",1,135,Part
JCL11202,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCL11202,2,"9999",CONSUMABLES,1,10,Consumable
JCL11202,3,PAR1104000199,OIL FILTER,1,14.5,Part
JCL11202,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCL11202,5,PAR9999005976,FUEL INJECTION CLEANER,1,10,Part
JCL11202,6,PAR1101000864,AIR FILTER,1,6.5,Part
JCL11202,7,PAR1101000871,AC FILTER,1,5.5,Part
JCL11202,8,M01006,R/R SPARK PLUGS,1,95,Labor
JCL11202,9,PAR1101001489,SPARK PLUG,4,66,Part
JCL11202,10,M02001,R/R ATF,0.5,95,Labor
JCL11202,11,LUB1101000799,"AUTOMATIC TRANSMISSION FLUID, TOYOTA",1,135,Part
JCL11203,1,M00001,LUB SERVICE,1,88.75,Labor
JCL11203,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCL11203,3,PAR9999005882,OIL FILTER,1,25,Part
JCL11204,1,M00003,R/R ENGINE OIL COOLER,2,95,Labor
JCL11204,2,PAR1101003696,"ENG OIL COOLER (NG) , CAMRY 2023",1,310,Part
JCL11204,3,M08004,R/R WATER PUMP,2.5,95,Labor
JCL11204,4,PAR1109000077,"HOUSING SUB-ASSY, WATER INLET W/WATER PUMP",1,355,Part
JCL11204,5,PAR1101001331,COOLANT ACDELCO (RED),2,22,Part
JCL11204,6,M01029,THERMOSTAT VALVE R/R,1,95,Labor
JCL11204,7,PAR1101002085,WATER INLET,1,95,Part
JCL11204,8,M00002,R/R RADIATOR ASSY & HOSSES,2,95,Labor
JCL11204,9,PAR9999001301,RADIATOR CAP,1,39,Part
JCL11204,10,PAR1101003460,"RADIATOR (NORMAL), CAMRY",1,185,Part
JCL11204,11,PAR1101002577,RADIATOR HOSE LWR,1,45,Part
JCL11204,12,PAR1101002578,RADIATOR HOSE UPR,1,40,Part
JCL11205,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCL11205,2,"9999",CONSUMABLES,1,10,Consumable
JCL11205,3,PAR1104000199,OIL FILTER,1,14.5,Part
JCL11205,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCL11205,5,PAR9999005976,FUEL INJECTION CLEANER,1,10,Part
JCL11206,1,TYR1101000008,"215 60 R16 95V TL RADIAL, BLACK HAWK TYRE",2,215,Part
JCL11207,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCL11207,2,"9999",CONSUMABLES,1,10,Consumable
JCL11207,3,PAR1104000199,OIL FILTER,1,14.5,Part
JCL11207,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCL11207,5,PAR9999005976,FUEL INJECTION CLEANER,1,10,Part
JCL11207,6,M01006,R/R SPARK PLUGS,1,95,Labor
JCL11207,7,PAR1101001489,SPARK PLUG,4,66,Part
JCL11207,8,M04017,R/R FRONT LHS LOWER ARM ASSY,1.5,95,Labor
JCL11207,9,PAR1101001688,FRONT LH LOWER ARM T CAMRY 20,1,85,Part
JCL11207,10,TYR1101000008,"215 60 R16 95V TL RADIAL, BLACK HAWK TYRE",2,215,Part
JCL11208,1,B17001,R/R FRONT BUMPER,6.5,95,Labor
JCL11208,2,"9999",CONSUMABLES,1,10,Consumable
JCL11208,3,"9999",PAINT AND THINNERS,1,25,Consumable
JCL11208,4,PAR1101001618,FRONT BUMPER RH MOULDING,1,24.245,Part
JCL11208,5,"9999",Labour EXCESS,1,1823.26,O
JCL11209,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCL11209,2,"9999",CONSUMABLES,1,10,Consumable
JCL11209,3,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCL11209,4,PAR1104000199,OIL FILTER,1,14.5,Part
JCL11209,5,PAR9999005976,FUEL INJECTION CLEANER,1,10,Part
JCL11210,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCL11210,2,"9999",CONSUMABLES,1,10,Consumable
JCL11210,3,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCL11210,4,PAR1104000199,OIL FILTER,1,14.5,Part
JCL11210,5,PAR9999005976,FUEL INJECTION CLEANER,1,10,Part
JCL11211,1,B17007,R/R REAR BUMPER,2.17,95,Labor
JCL11211,2,B17015,R/R TRUNK LID,1,95,Labor
JCL11211,3,B00008,R/R REAR PANEL,1,95,Labor
JCL11211,4,"9999",CONSUMABLES,1,10,Consumable
JCL11211,5,"9999",PAINT AND THINNERS,3,25,Consumable
JCL11211,6,PAR1101001799,REAR  BUMPER ASSY,1,105.011,Part
JCL11211,7,PAR9999002169,RR BUMPER STICKER ST(SHARJAH),1,5.691,Part
JCL11211,8,PAR1101001816,BACK LAMP REAR RH,1,84,Part
JCL11211,9,PAR9999002835,CALL CENTRE STICKER SHARJAH,1,2.856,Part
JCL11211,10,"9999",Labour EXCESS,1,721.29,O
JCL11212,1,B17016,R/R FRONT BUMPER,5,95,Labor
JCL11212,2,B17013,R/R BONNET,1,95,Labor
JCL11212,3,B17020,R/R REAR LHS DOOR,0.5,95,Labor
JCL11212,4,B17021,R/R REAR LHS FENDER,0.5,95,Labor
JCL11212,5,"9999",CONSUMABLES,1,10,Consumable
JCL11212,6,"9999",PAINT AND THINNERS,5,25,Consumable
JCL11212,7,PAR1101001316,REAR LH DOOR,1,343.697,Part
JCL11212,8,PAR1101000672,HEADLAMP RH,1,294,Part
JCL11212,9,PAR9999002835,CALL CENTRE STICKER SHARJAH,1,2.856,Part
JCL11212,10,"9999",Labour EXCESS,1,659.44,O
JCL11213,1,M00002,AC CONDENSOR CLEANING,0.5,95,Labor
JCL11213,2,PAR9999001301,RADIATOR CAP,1,39,Part
JCL11213,3,PAR1101001331,COOLANT ACDELCO (RED),1,22,Part
JCL11213,4,SLL01180,Vehicle bought by Recovery - Others,1,63,Service
JCL11214,1,M00001,LUBE SERVICE,1,71.37,Labor
JCL11214,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,3.5,14.75,Part
JCL11214,3,PAR1301000128,OIL FILTER,1,15,Part
JCL11215,1,M00002,AC CONDENSOR CLEANING,0.5,95,Labor
JCL11215,2,PAR9999001301,RADIATOR CAP,1,39,Part
JCL11215,3,PAR1101001331,COOLANT ACDELCO (RED),1,22,Part
JCL11215,4,SLL01181,VEHICLE BROUGHT  BY RECOVERY FOR ENG OVER HEAT (SHJ-SHJ),1,63,Service
JCL11216,1,M00002,AC CONDENSOR CLEANING,0.5,95,Labor
JCL11216,2,PAR9999001301,RADIATOR CAP,1,39,Part
JCL11216,3,PAR1101001331,COOLANT ACDELCO (RED),1,22,Part
JCL11216,4,SLL01183,Vehicle bought by Recovery - Others,1,105,Service
JCL11217,1,M00001,AC CONDENSSER CLEAN & AC FILTER REPLACE,1,95,Labor
JCL11217,2,PAR2004000085,A/C FILTER,1,63.84,Part
JCL11217,3,M00003,R/R CONSULLAR BOX & AC SERVO MOTOR ADJUST,1,95,Labor
JCL11218,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCL11218,2,"9999",CONSUMABLES,1,10,Consumable
JCL11218,3,PAR1104000199,OIL FILTER,1,14.5,Part
JCL11218,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCL11218,5,PAR9999005976,FUEL INJECTION CLEANER,1,10,Part
JCL11218,6,PAR1101001735,AIR FILTER,1,115,Part
JCL11218,7,PAR1101000871,AC FILTER,1,5.5,Part
JCL11218,8,M02001,R/R ATF,0.5,95,Labor
JCL11218,9,LUB1101000799,"AUTOMATIC TRANSMISSION FLUID, TOYOTA",1,135,Part
JCL11219,1,M00002,AC CONDENSOR CLEANING,0.5,95,Labor
JCL11219,2,PAR9999001301,RADIATOR CAP,1,39,Part
JCL11219,3,PAR1101001331,COOLANT ACDELCO (RED),1,22,Part
JCL11219,4,SLL01182,VEHICLE BROUGHT  BY RECOVERY FOR ENG OVER HEAT (SHJ-SHJ),1,63,Service
JCL11220,1,M00001,R/R AC HIGH PRESSURE PIPE O-RING REPLACE,1,95,Labor
JCL11220,2,M00002,AC CONDENSSOR CLEAN  & AC GAS TOP UP,1.5,95,Labor
JCL11220,3,"9999",AC GAS,1,50,Consumable
JCL11220,4,M00003,R/R TYRE PRESSURE RESET,0.5,95,Labor
JCL11221,1,M00001,AC CONDENSOR CLEANING & AC GAS TOP UP,1,95,Labor
JCL11221,2,PAR1101000871,AC FILTER,1,5.5,Part
JCL11221,3,PAR9999001301,RADIATOR CAP,1,39,Part
JCL11221,4,"9999",AC GAS,1,50,Consumable
JCL11222,1,M00001,AC CONDENSOR CLEANING & AC GAS TOP UP,1,95,Labor
JCL11222,2,"9999",AC GAS,1,50,Consumable
JCL11222,3,PAR9999001301,RADIATOR CAP,1,39,Part
JCL11222,4,PAR1101001331,COOLANT ACDELCO (RED),1,22,Part
JCL11223,1,M00001,AC CONDENSOR CLEANING,0.5,95,Labor
JCL11223,2,PAR9999001301,RADIATOR CAP,1,39,Part
JCL11223,3,PAR1101001331,COOLANT ACDELCO (RED),1,22,Part
JCL11223,4,M00003,R/R MANIFOLD WIRE,0.5,47.5,Labor
JCL11225,1,B17022,R/R REAR BUMPER,1,95,Labor
JCL11225,2,B17021,R/R REAR LHS FENDER,1,95,Labor
JCL11225,3,B17020,R/R REAR LHS DOOR,2.75,95,Labor
JCL11225,4,B17016,R/R FRONT BUMPER,2,95,Labor
JCL11225,5,PAR9999002835,CALL CENTRE STICKER SHARJAH,1,2.856,Part
JCL11225,6,PAR9999002169,RR BUMPER STICKER ST(SHARJAH),1,5.691,Part
JCL11225,7,"9999",CONSUMABLES,1,10,Consumable
JCL11225,8,"9999",PAINT AND THINNERS,4,25,Consumable
JCL11225,9,"9999",Labour EXCESS,1,180.2,O
JCL11226,1,B00000,FRONT LHS FENDER LINER & BOTTOM COVERFIXING,1,95,Labor
JCL11226,2,PAR1101001442,ENGINE UNDER COVER,1,48.195,Part
JCL11226,3,PAR1101001942,FRONT LH FENDER LINER,1,29.4,Part
JCL11226,4,"9999",CONSUMABLES,1,10,Consumable
JCL11226,5,"9999",PAINT AND THINNERS,1,25,Consumable
JCL11226,6,"9999",Labour EXCESS,1,142.4,O
JCL11227,1,M00001,R/R RHS HEAD LIGHT ASSY,0.5,95,Labor
JCL11227,2,PAR1905000115,RH HEADLAMP,1,290,Part
JCL11228,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCL11228,2,"9999",CONSUMABLES,1,10,Consumable
JCL11228,3,PAR1104000199,OIL FILTER,1,14.5,Part
JCL11228,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCL11228,5,PAR9999005976,FUEL INJECTION CLEANER,1,10,Part
JCL11228,6,PAR1101002966,"WIPER BLADE 18""",1,4,Part
JCL11228,7,PAR1101002967,"WIPER BLADE 24""",1,4,Part
JCL11228,8,PAR1101001735,AIR FILTER,1,115,Part
JCL11228,9,PAR1101000871,AC FILTER,1,5.5,Part
JCL11228,10,M00002,R/R FRONT WHEEL BEARING,3,95,Labor
JCL11228,11,PAR1101003684,FT WHEEL HUB& BEARING,2,115,Part
JCL11228,12,M03002,R/R REAR BRAKE PAD,0.5,95,Labor
JCL11228,13,PAR1101000997,BRAKE PAD REAR,1,27,Part
JCL11228,14,M02001,R/R ATF,0.5,95,Labor
JCL11228,15,LUB1101000799,"AUTOMATIC TRANSMISSION FLUID, TOYOTA",1,135,Part
JCL11229,1,B17026,R/R FRONT RHS DOOR,2,95,Labor
JCL11229,2,"9999",CONSUMABLES,1,10,Consumable
JCL11229,3,"9999",PAINT AND THINNERS,1,25,Consumable
JCL11229,4,PAR9999005653,DOOR STICKER (AMAN TAXI - SHJ),1,8.369,Part
JCL11229,5,"9999",Labour EXCESS,1,16.63,O
JCL11230,1,M00003,O/H ALTERNATOR,2.5,95,Labor
JCL11230,2,BAT1101000750,"57412 12V 74AH 600A CCA EPC BATTERY",1,256.25,Part
JCL11230,3,SLL01184,VEHICLE BROUGHT BY RECOVERY FOR STARTING PRO- SHJ TO SHJ,1,63,Service
JCL11230,4,PAR1101003636,ALTERNATOR PULLEY,1,85,Part
JCL11230,5,PAR1101002359,"HOLDER ASSY,ALTERNATOR BRUSH",1,35,Part
JCL11231,1,B17001,R/R FRONT BUMPER,3,95,Labor
JCL11231,2,B17027,R/R FRONT RHS FENDER,1,95,Labor
JCL11231,3,PAR1905000215,FRONT BUMPER UNDER COVER,1,378.368,Part
JCL11231,4,"9999",CONSUMABLES,1,10,Consumable
JCL11231,5,"9999",PAINT AND THINNERS,2,25,Consumable
JCL11231,6,"9999",Labour EXCESS,1,101.63,O
JCL11232,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCL11232,2,"9999",CONSUMABLES,1,10,Consumable
JCL11232,3,PAR1104000199,OIL FILTER,1,14.5,Part
